TOTAL_REVENUE,NUMBER_OF_UNITS_SOLD,NUMBER_OF_SALES,MONTH_ID,MONTH_NAME,DAY_NAME,TIME_BUCKET,SPEND_BENDS,PRODUCT_CATEGORY,PRODUCT_TYPE,PRODUCT_DETAIL,STORE_LOCATION
45,1,1,202305,May,Wed,morning,HIGH,Coffee beans,Premium Beans,Civet Cat,Lower Manhattan
2.4,3,3,202305,May,Wed,morning,LOW,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
13.33,1,1,202305,May,Wed,morning,LOW,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Hell's Kitchen
29.5,2,2,202305,May,Wed,morning,MED,Coffee beans,Espresso Beans,Espresso Roast,Hell's Kitchen
72,4,4,202305,May,Wed,morning,Very high,Coffee beans,House blend Beans,Our Old Time Diner Blend,Hell's Kitchen
30.4,4,4,202305,May,Wed,morning,MED,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Lower Manhattan
18.5,2,2,202305,May,Wed,morning,LOW,Loose Tea,Green tea,Serenity Green Tea,Hell's Kitchen
6.4,1,1,202305,May,Wed,morning,LOW,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Astoria
85,20,15,202305,May,Wed,morning,Very high,Coffee,Barista Espresso,Latte Rg,Astoria
18.5,2,2,202305,May,Wed,morning,LOW,Loose Tea,Green tea,Serenity Green Tea,Astoria
42,14,14,202305,May,Wed,morning,HIGH,Bakery,Scone,Oatmeal Scone,Lower Manhattan
7.6,1,1,202305,May,Wed,morning,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
28.5,3,3,202305,May,Wed,morning,MED,Loose Tea,Chai tea,Morning Sunrise Chai,Astoria
38.5,11,11,202305,May,Wed,morning,MED,Bakery,Pastry,Croissant,Astoria
28.5,3,3,202305,May,Wed,morning,MED,Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen
17.9,2,2,202305,May,Wed,morning,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Hell's Kitchen
70,5,5,202305,May,Wed,morning,Very high,Branded,Housewares,I Need My Bean! Latte cup,Astoria
42.25,13,13,202305,May,Wed,morning,HIGH,Bakery,Scone,Ginger Scone,Astoria
12.8,16,12,202305,May,Wed,morning,LOW,Flavours,Regular syrup,Chocolate syrup,Astoria
18.5,2,2,202305,May,Wed,morning,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
112,4,4,202305,May,Wed,morning,Very high,Branded,Clothing,I Need My Bean! T-shirt,Lower Manhattan
72,4,4,202305,May,Wed,morning,Very high,Coffee beans,Organic Beans,Brazilian - Organic,Hell's Kitchen
22.5,1,1,202305,May,Wed,morning,MED,Coffee beans,Organic Beans,Organic Decaf Blend,Hell's Kitchen
26.85,3,3,202305,May,Wed,morning,MED,Loose Tea,Herbal tea,Lemon Grass,Hell's Kitchen
36,3,3,202305,May,Wed,morning,MED,Branded,Housewares,I Need My Bean! Diner mug,Lower Manhattan
5.6,7,5,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
3.75,1,1,202305,May,Wed,afternoon,LOW,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
6.4,8,5,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
8.95,1,1,202305,May,Wed,afternoon,LOW,Loose Tea,Herbal tea,Lemon Grass,Hell's Kitchen
24.5,7,6,202305,May,Wed,afternoon,MED,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Lower Manhattan
3.2,4,3,202305,May,Wed,afternoon,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
18,1,1,202305,May,Wed,afternoon,LOW,Coffee beans,Organic Beans,Brazilian - Organic,Lower Manhattan
63,21,14,202305,May,Wed,afternoon,Very high,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
7.5,3,3,202305,May,Wed,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Hell's Kitchen
7.2,9,6,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
2.4,3,2,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
10,1,1,202305,May,Wed,afternoon,LOW,Coffee beans,Green beans,Guatemalan Sustainably Grown,Hell's Kitchen
6.4,8,4,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Chocolate syrup,Astoria
20,8,5,202305,May,Wed,afternoon,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Hell's Kitchen
0.8,1,1,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Carmel syrup,Astoria
3.75,1,1,202305,May,Wed,afternoon,LOW,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
34.3,14,8,202305,May,Wed,afternoon,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Hell's Kitchen
56.25,15,9,202305,May,Wed,afternoon,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
6.4,8,4,202305,May,Wed,afternoon,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
11.2,14,8,202305,May,Wed,afternoon,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
30,10,7,202305,May,Wed,afternoon,MED,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
2.4,3,2,202305,May,Wed,afternoon,LOW,Flavours,Regular syrup,Hazelnut syrup,Astoria
8.95,1,1,202305,May,Wed,afternoon,LOW,Loose Tea,Black tea,Earl Grey,Hell's Kitchen
3.5,1,1,202305,May,Wed,afternoon,LOW,Coffee,Organic brewed coffee,Brazilian Lg,Lower Manhattan
22,11,7,202305,May,Wed,evening,MED,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Lower Manhattan
8.95,1,1,202305,May,Wed,evening,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan
9,3,3,202305,May,Wed,evening,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
22.5,6,4,202305,May,Wed,evening,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Rg,Lower Manhattan
36,2,2,202305,May,Wed,evening,MED,Coffee beans,House blend Beans,Our Old Time Diner Blend,Astoria
18,4,4,202305,May,Wed,evening,LOW,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
2.4,3,2,202305,May,Wed,evening,LOW,Flavours,Regular syrup,Carmel syrup,Astoria
17.5,5,5,202305,May,Wed,evening,LOW,Bakery,Biscotti,Chocolate Chip Biscotti,Astoria
18.75,5,4,202305,May,Wed,evening,LOW,Coffee,Barista Espresso,Cappuccino,Lower Manhattan
4.8,6,4,202305,May,Wed,evening,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
3.2,4,3,202305,May,Wed,evening,LOW,Flavours,Regular syrup,Chocolate syrup,Astoria
4,5,3,202305,May,Wed,evening,LOW,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
3.2,4,3,202305,May,Wed,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
7.6,1,1,202305,May,Wed,evening,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Astoria
15,5,4,202305,May,Wed,evening,LOW,Coffee,Organic brewed coffee,Brazilian Rg,Lower Manhattan
21,7,4,202305,May,Wed,evening,MED,Tea,Brewed Black tea,English Breakfast Lg,Lower Manhattan
18,1,1,202305,May,Wed,evening,LOW,Coffee beans,House blend Beans,Our Old Time Diner Blend,Hell's Kitchen
10.5,3,3,202305,May,Wed,evening,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
2.45,1,1,202305,May,Wed,evening,LOW,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Lower Manhattan
7.5,3,2,202305,May,Wed,evening,LOW,Tea,Brewed herbal tea,Peppermint Rg,Lower Manhattan
18,1,1,202305,May,Wed,evening,LOW,Coffee beans,Organic Beans,Brazilian - Organic,Astoria
21,7,4,202305,May,Wed,evening,MED,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
9.75,3,3,202305,May,Wed,evening,LOW,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
14,4,2,202305,May,Wed,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
4,5,3,202305,May,Wed,evening,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
0.8,1,1,202305,May,Wed,evening,LOW,Flavours,Regular syrup,Hazelnut syrup,Astoria
4,5,3,202305,May,Wed,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
15,5,3,202305,May,Wed,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
10.95,1,1,202305,May,Wed,evening,LOW,Loose Tea,Chai tea,Spicy Eye Opener Chai,Astoria
56.25,15,8,202305,May,Wed,evening,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
8.95,1,1,202305,May,Wed,evening,LOW,Loose Tea,Black tea,English Breakfast,Astoria
32.5,10,10,202305,May,Thu,morning,MED,Bakery,Scone,Cranberry Scone,Lower Manhattan
84,28,16,202305,May,Thu,morning,Very high,Coffee,Gourmet brewed coffee,Ethiopia Rg,Lower Manhattan
9.6,12,9,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
20,25,15,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
30,8,8,202305,May,Thu,morning,MED,Bakery,Scone,Jumbo Savory Scone,Hell's Kitchen
18.5,2,2,202305,May,Thu,morning,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
14.4,18,13,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
8.8,11,9,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
13.6,17,11,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
19,2,2,202305,May,Thu,morning,LOW,Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen
27,9,9,202305,May,Thu,morning,MED,Bakery,Scone,Oatmeal Scone,Lower Manhattan
48.75,15,15,202305,May,Thu,morning,HIGH,Bakery,Scone,Cranberry Scone,Hell's Kitchen
81,27,17,202305,May,Thu,morning,Very high,Coffee,Gourmet brewed coffee,Ethiopia Rg,Astoria
35,10,10,202305,May,Thu,morning,MED,Bakery,Biscotti,Chocolate Chip Biscotti,Hell's Kitchen
7.6,1,1,202305,May,Thu,morning,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
30,12,7,202305,May,Thu,morning,MED,Tea,Brewed Black tea,English Breakfast Rg,Astoria
12,15,11,202305,May,Thu,morning,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
54,18,12,202305,May,Thu,morning,HIGH,Coffee,Barista Espresso,Espresso shot,Astoria
13.6,17,10,202305,May,Thu,morning,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
77.7,31,25,202305,May,Thu,morning,Very high,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
30,10,10,202305,May,Thu,morning,MED,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
56,2,2,202305,May,Thu,morning,HIGH,Branded,Clothing,I Need My Bean! T-shirt,Hell's Kitchen
56,4,4,202305,May,Thu,morning,HIGH,Branded,Housewares,I Need My Bean! Latte cup,Hell's Kitchen
24,30,20,202305,May,Thu,morning,MED,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
29.75,7,6,202305,May,Thu,morning,MED,Coffee,Barista Espresso,Cappuccino Lg,Astoria
1.6,2,2,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Carmel syrup,Astoria
32.5,13,9,202305,May,Thu,morning,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
57.5,23,16,202305,May,Thu,morning,HIGH,Tea,Brewed Black tea,Earl Grey Rg,Astoria
20,25,16,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Chocolate syrup,Astoria
17.5,5,5,202305,May,Thu,morning,LOW,Bakery,Pastry,Croissant,Astoria
61.35,3,3,202305,May,Thu,morning,Very high,Coffee beans,Espresso Beans,Primo Espresso Roast,Lower Manhattan
27,9,9,202305,May,Thu,morning,MED,Bakery,Scone,Oatmeal Scone,Astoria
12,1,1,202305,May,Thu,morning,LOW,Branded,Housewares,I Need My Bean! Diner mug,Astoria
45,15,8,202305,May,Thu,morning,HIGH,Coffee,Drip coffee,Our Old Time Diner Blend Lg,Lower Manhattan
48.75,13,10,202305,May,Thu,morning,HIGH,Coffee,Premium brewed coffee,Jamaican Coffee River Lg,Astoria
36,12,7,202305,May,Thu,morning,MED,Tea,Brewed herbal tea,Lemon Grass Lg,Astoria
30,12,9,202305,May,Thu,morning,MED,Tea,Brewed Chai tea,Traditional Blend Chai Rg,Astoria
17.5,5,5,202305,May,Thu,morning,LOW,Bakery,Biscotti,Ginger Biscotti,Astoria
26,13,10,202305,May,Thu,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
50,20,14,202305,May,Thu,morning,HIGH,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Hell's Kitchen
30,8,8,202305,May,Thu,morning,MED,Bakery,Pastry,Almond Croissant,Astoria
34.3,14,9,202305,May,Thu,morning,MED,Coffee,Premium brewed coffee,Jamaican Coffee River Sm,Astoria
56,2,2,202305,May,Thu,morning,HIGH,Branded,Clothing,I Need My Bean! T-shirt,Astoria
14,4,3,202305,May,Thu,morning,LOW,Coffee,Gourmet brewed coffee,Ethiopia Lg,Lower Manhattan
21,1,1,202305,May,Thu,morning,MED,Coffee beans,Gourmet Beans,Ethiopia,Lower Manhattan
19,2,2,202305,May,Thu,morning,LOW,Loose Tea,Chai tea,Morning Sunrise Chai,Lower Manhattan
22.5,5,5,202305,May,Thu,morning,MED,Bakery,Scone,Scottish Cream Scone ,Astoria
36,12,7,202305,May,Thu,morning,MED,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
12,15,9,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
45,2,2,202305,May,Thu,morning,HIGH,Coffee beans,Organic Beans,Organic Decaf Blend,Astoria
8,10,7,202305,May,Thu,morning,LOW,Flavours,Regular syrup,Hazelnut syrup,Astoria
24.2,11,8,202305,May,Thu,morning,MED,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
10.95,1,1,202305,May,Thu,morning,LOW,Loose Tea,Chai tea,Spicy Eye Opener Chai,Astoria
32.5,13,9,202305,May,Thu,morning,MED,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
26.85,3,3,202305,May,Thu,morning,MED,Loose Tea,Black tea,Earl Grey,Hell's Kitchen
20.45,1,1,202305,May,Thu,morning,Very high,Coffee beans,Espresso Beans,Primo Espresso Roast,Hell's Kitchen
53.7,6,6,202305,May,Thu,morning,HIGH,Loose Tea,Herbal tea,Lemon Grass,Hell's Kitchen
93.75,25,15,202305,May,Thu,morning,Very high,Coffee,Barista Espresso,Latte,Astoria
9.5,1,1,202305,May,Thu,morning,LOW,Loose Tea,Chai tea,Morning Sunrise Chai,Astoria
54,3,3,202305,May,Thu,morning,HIGH,Coffee beans,Organic Beans,Brazilian - Organic,Hell's Kitchen
30,3,3,202305,May,Thu,morning,MED,Coffee beans,Green beans,Guatemalan Sustainably Grown,Hell's Kitchen
79,4,4,202305,May,Thu,morning,Very high,Coffee beans,Premium Beans,Jamacian Coffee River,Hell's Kitchen
19.5,6,6,202305,May,Thu,morning,LOW,Bakery,Biscotti,Hazelnut Biscotti,Astoria
26.66,2,2,202305,May,Thu,morning,MED,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Hell's Kitchen
90,2,2,202305,May,Thu,morning,Very high,Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen
36,2,2,202305,May,Thu,morning,MED,Coffee beans,House blend Beans,Our Old Time Diner Blend,Lower Manhattan
26,8,8,202305,May,Thu,morning,MED,Bakery,Scone,Ginger Scone,Astoria
9.6,12,6,202305,May,Thu,afternoon,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
13,4,4,202305,May,Thu,afternoon,LOW,Bakery,Biscotti,Hazelnut Biscotti,Lower Manhattan
12,4,4,202305,May,Thu,afternoon,LOW,Bakery,Scone,Oatmeal Scone,Lower Manhattan
24.5,7,5,202305,May,Thu,afternoon,MED,Drinking Chocolate,Hot chocolate,Dark chocolate Rg,Hell's Kitchen
18,6,4,202305,May,Thu,afternoon,LOW,Tea,Brewed Green tea,Serenity Green Tea Lg,Lower Manhattan
10.95,1,1,202305,May,Thu,afternoon,LOW,Loose Tea,Chai tea,Spicy Eye Opener Chai,Astoria
20,5,3,202305,May,Thu,afternoon,LOW,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Hell's Kitchen
4,5,4,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
12,1,1,202305,May,Thu,afternoon,LOW,Branded,Housewares,I Need My Bean! Diner mug,Hell's Kitchen
3.5,1,1,202305,May,Thu,afternoon,LOW,Bakery,Biscotti,Ginger Biscotti,Lower Manhattan
15,5,5,202305,May,Thu,afternoon,LOW,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
12.5,5,4,202305,May,Thu,afternoon,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Lower Manhattan
28,1,1,202305,May,Thu,afternoon,MED,Branded,Clothing,I Need My Bean! T-shirt,Astoria
7.6,1,1,202305,May,Thu,afternoon,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
4.8,6,3,202305,May,Thu,afternoon,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
8.95,1,1,202305,May,Thu,afternoon,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Lower Manhattan
4,5,3,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Hazelnut syrup,Astoria
0.8,1,1,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Carmel syrup,Astoria
8,10,6,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
9.25,1,1,202305,May,Thu,afternoon,LOW,Loose Tea,Green tea,Serenity Green Tea,Lower Manhattan
18,1,1,202305,May,Thu,afternoon,LOW,Coffee beans,Organic Beans,Brazilian - Organic,Hell's Kitchen
10.5,3,3,202305,May,Thu,afternoon,LOW,Bakery,Pastry,Croissant,Lower Manhattan
1.6,2,2,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
2.4,3,2,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Chocolate syrup,Astoria
2.4,3,2,202305,May,Thu,afternoon,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
22.5,6,4,202305,May,Thu,afternoon,MED,Coffee,Barista Espresso,Cappuccino,Astoria
6.4,8,5,202305,May,Thu,afternoon,LOW,Flavours,Regular syrup,Chocolate syrup,Lower Manhattan
8.8,11,6,202305,May,Thu,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
27.5,11,5,202305,May,Thu,evening,MED,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Lower Manhattan
4,5,3,202305,May,Thu,evening,LOW,Flavours,Regular syrup,Hazelnut syrup,Astoria
18,6,3,202305,May,Thu,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
18,6,5,202305,May,Thu,evening,LOW,Coffee,Gourmet brewed coffee,Ethiopia Rg,Hell's Kitchen
30,12,7,202305,May,Thu,evening,MED,Coffee,Drip coffee,Our Old Time Diner Blend Rg,Hell's Kitchen
1.6,2,1,202305,May,Thu,evening,LOW,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
3.25,1,1,202305,May,Thu,evening,LOW,Bakery,Scone,Ginger Scone,Lower Manhattan
28.5,6,3,202305,May,Thu,evening,MED,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
2.4,3,2,202305,May,Thu,evening,LOW,Flavours,Regular syrup,Carmel syrup,Astoria
2.4,3,2,202305,May,Thu,evening,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Astoria
7.6,1,1,202305,May,Thu,evening,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Astoria
26.25,7,4,202305,May,Thu,evening,MED,Coffee,Barista Espresso,Cappuccino,Hell's Kitchen
1.6,2,1,202305,May,Thu,evening,LOW,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
17.5,7,5,202305,May,Thu,evening,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Rg,Astoria
7.6,1,1,202305,May,Thu,evening,LOW,Packaged Chocolate,Organic Chocolate,Sustainably Grown Organic,Hell's Kitchen
18,6,4,202305,May,Thu,evening,LOW,Tea,Brewed herbal tea,Lemon Grass Lg,Hell's Kitchen
9,3,2,202305,May,Thu,evening,LOW,Tea,Brewed Chai tea,Traditional Blend Chai Lg,Lower Manhattan
17.85,7,5,202305,May,Thu,evening,LOW,Tea,Brewed Chai tea,Spicy Eye Opener Chai Rg,Hell's Kitchen
13.5,3,3,202305,May,Thu,evening,LOW,Bakery,Scone,Scottish Cream Scone ,Lower Manhattan
3.2,4,2,202305,May,Thu,evening,LOW,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
18,6,3,202305,May,Thu,evening,LOW,Tea,Brewed Black tea,Earl Grey Lg,Lower Manhattan
14,1,1,202305,May,Thu,evening,LOW,Branded,Housewares,I Need My Bean! Latte cup,Astoria
13.33,1,1,202305,May,Thu,evening,LOW,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Hell's Kitchen
18,1,1,202305,May,Thu,evening,LOW,Coffee beans,Organic Beans,Brazilian - Organic,Hell's Kitchen
17.9,2,2,202305,May,Thu,evening,LOW,Loose Tea,Herbal tea,Lemon Grass,Astoria
25.6,32,19,202305,May,Fri,morning,MED,Flavours,Regular syrup,Hazelnut syrup,Lower Manhattan
28.8,36,18,202305,May,Fri,morning,MED,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Lower Manhattan
12.8,2,2,202305,May,Fri,morning,LOW,Packaged Chocolate,Drinking Chocolate,Dark chocolate,Lower Manhattan
85.5,19,19,202305,May,Fri,morning,Very high,Bakery,Scone,Scottish Cream Scone ,Hell's Kitchen
63,21,13,202305,May,Fri,morning,Very high,Tea,Brewed Black tea,Earl Grey Lg,Hell's Kitchen
32.5,10,10,202305,May,Fri,morning,MED,Bakery,Biscotti,Hazelnut Biscotti,Hell's Kitchen
19.2,24,16,202305,May,Fri,morning,LOW,Flavours,Regular syrup,Chocolate syrup,Hell's Kitchen
96,24,16,202305,May,Fri,morning,Very high,Tea,Brewed Chai tea,Morning Sunrise Chai Lg,Lower Manhattan
20,25,15,202305,May,Fri,morning,LOW,Flavours,Regular syrup,Carmel syrup,Lower Manhattan
89.25,21,15,202305,May,Fri,morning,Very high,Coffee,Barista Espresso,Cappuccino Lg,Hell's Kitchen
20.8,26,15,202305,May,Fri,morning,Very high,Flavours,Regular syrup,Carmel syrup,Hell's Kitchen
17.5,7,6,202305,May,Fri,morning,LOW,Tea,Brewed Green tea,Serenity Green Tea Rg,Astoria
63,21,13,202305,May,Fri,morning,Very high,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Astoria
32.5,10,10,202305,May,Fri,morning,MED,Bakery,Biscotti,Hazelnut Biscotti,Astoria
33,15,10,202305,May,Fri,morning,MED,Coffee,Organic brewed coffee,Brazilian Sm,Astoria
11.2,14,10,202305,May,Fri,morning,LOW,Flavours,Regular syrup,Carmel syrup,Astoria
76.5,18,13,202305,May,Fri,morning,Very high,Coffee,Barista Espresso,Cappuccino Lg,Astoria
135,30,17,202305,May,Fri,morning,Very high,Drinking Chocolate,Hot chocolate,Dark chocolate Lg,Astoria
36,18,11,202305,May,Fri,morning,MED,Coffee,Drip coffee,Our Old Time Diner Blend Sm,Astoria
48.75,13,13,202305,May,Fri,morning,HIGH,Bakery,Pastry,Chocolate Croissant,Astoria
24.5,7,7,202305,May,Fri,morning,MED,Bakery,Pastry,Croissant,Astoria
18,9,6,202305,May,Fri,morning,LOW,Coffee,Gourmet brewed coffee,Columbian Medium Roast Sm,Hell's Kitchen
59.7,22,19,202305,May,Fri,morning,HIGH,Coffee,Barista Espresso,Ouro Brasileiro shot,Hell's Kitchen
9.5,1,1,202305,May,Fri,morning,LOW,Loose Tea,Chai tea,Morning Sunrise Chai,Hell's Kitchen
24,8,6,202305,May,Fri,morning,MED,Coffee,Gourmet brewed coffee,Columbian Medium Roast Lg,Hell's Kitchen
45,18,11,202305,May,Fri,morning,HIGH,Tea,Brewed Chai tea,Morning Sunrise Chai Rg,Astoria
35,14,10,202305,May,Fri,morning,MED,Tea,Brewed Black tea,Earl Grey Rg,Hell's Kitchen
63.75,17,17,202305,May,Fri,morning,Very high,Bakery,Pastry,Chocolate Croissant,Hell's Kitchen
21,7,7,202305,May,Fri,morning,MED,Bakery,Scone,Oatmeal Scone,Astoria
59,4,4,202305,May,Fri,morning,HIGH,Coffee beans,Espresso Beans,Espresso Roast,Astoria
63,3,3,202305,May,Fri,morning,Very high,Coffee beans,Gourmet Beans,Ethiopia,Hell's Kitchen
28,1,1,202305,May,Fri,morning,MED,Branded,Clothing,I Need My Bean! T-shirt,Hell's Kitchen
6.4,8,5,202305,May,Fri,morning,LOW,Flavours,Sugar free syrup,Sugar Free Vanilla syrup,Hell's Kitchen
83.7,27,17,202305,May,Fri,morning,Very high,Tea,Brewed Chai tea,Spicy Eye Opener Chai Lg,Astoria
57,19,12,202305,May,Fri,morning,HIGH,Tea,Brewed Green tea,Serenity Green Tea Lg,Astoria
20.45,1,1,202305,May,Fri,morning,Very high,Coffee beans,Espresso Beans,Primo Espresso Roast,Astoria
71.25,15,10,202305,May,Fri,morning,Very high,Drinking Chocolate,Hot chocolate,Sustainably Grown Organic Lg,Astoria
19.2,24,16,202305,May,Fri,morning,LOW,Flavours,Regular syrup,Chocolate syrup,Astoria
13.33,1,1,202305,May,Fri,morning,LOW,Packaged Chocolate,Drinking Chocolate,Chili Mayan,Astoria
8.95,1,1,202305,May,Fri,morning,LOW,Loose Tea,Black tea,Earl Grey,Astoria
135,3,3,202305,May,Fri,morning,Very high,Coffee beans,Premium Beans,Civet Cat,Hell's Kitchen
39,13,10,202305,May,Fri,morning,MED,Coffee,Barista Espresso,Espresso shot,Astoria
42,14,8,202305,May,Fri,morning,HIGH,Coffee,Organic brewed coffee,Brazilian Rg,Astoria
71.25,19,12,202305,May,Fri,morning,Very high,Coffee,Barista Espresso,Cappuccino,Astoria
12.8,16,11,202305,May,Fri,morning,LOW,Flavours,Regular syrup,Hazelnut syrup,Hell's Kitchen
19.75,1,1,202305,May,Fri,morning,LOW,Coffee beans,Premium Beans,Jamacian Coffee River,Astoria
8.95,1,1,202305,May,Fri,morning,LOW,Loose Tea,Chai tea,Traditional Blend Chai,Astoria
52.5,21,12,202305,May,Fri,morning,HIGH,Tea,Brewed herbal tea,Lemon Grass Rg,Astoria
39.5,2,2,202305,May,Fri,morning,MED,Coffee beans,Premium Beans,Jamacian Coffee River,Lower Manhattan
30,10,10,202305,May,Fri,morning,MED,Bakery,Scone,Oatmeal Scone,Hell's Kitchen
